Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
6/7/2016,0.13,3,15,19,51,18,10,1
7/7/2016,0.11,1,10,10,56,14,7,1
8/7/2016,0.1,1,8,8,59,12,8,1
9/7/2016,0.1,2,10,11,57,12,7,1
10/7/2016,0.11,2,10,12,53,12,11,1
11/7/2016,0.1,9,18,29,44,12,8,1
12/7/2016,0.13,18,31,58,35,12,8,2
13/7/2016,0.12,9,24,38,40,12,11,2
14/7/2016,0.15,18,27,54,34,10,9,2
15/7/2016,0.16,14,26,47,36,9,9,2
16/7/2016,0.16,14,24,46,36,12,11,2
17/7/2016,0.18,17,27,53,39,12,14,2
18/7/2016,0.17,8,21,33,45,8,15,1
19/7/2016,0.2,14,24,45,44,5,11,1
20/7/2016,0.14,7,16,27,53,5,8,2
21/7/2016,0.14,9,14,27,52,10,5,2
22/7/2016,0.15,10,15,31,47,6,8,2
23/7/2016,0.14,9,16,30,52,4,8,1
24/7/2016,0.17,10,23,39,46,7,6,3
25/7/2016,0.19,11,30,47,43,17,6,2
26/7/2016,0.2,15,30,52,37,13,9,2
27/7/2016,0.26,14,30,52,32,11,11,2
28/7/2016,0.18,5,20,26,35,11,13,2
29/7/2016,0.17,5,20,27,38,13,13,2
30/7/2016,0.15,4,16,21,40,13,9,1
31/7/2016,0.12,2,11,14,44,11,5,2
1/8/2016,0.13,3,15,19,37,10,11,3
2/8/2016,0.13,2,29,30,18,12,9,4
3/8/2016,0.11,1,31,32,15,12,11,6
4/8/2016,0.14,4,26,31,18,7,11,4
5/8/2016,0.12,5,26,33,15,6,9,11
6/8/2016,0.15,25,39,76,5,9,10,13
7/8/2016,0.14,16,29,53,17,8,9,11
8/8/2016,0.14,8,13,25,31,7,9,3
9/8/2016,0.14,9,13,27,33,5,6,2
10/8/2016,0.16,9,16,29,35,4,6,2
11/8/2016,0.16,8,12,24,36,5,10,2
12/8/2016,0.17,8,12,23,37,10,7,2
13/8/2016,0.14,7,11,21,34,9,6,2
14/8/2016,0.14,7,12,22,28,7,8,2
15/8/2016,0.13,7,12,24,29,5,5,2
16/8/2016,0.11,5,9,17,26,4,5,2
17/8/2016,0.13,5,8,15,26,5,7,2
18/8/2016,0.16,8,11,23,25,5,10,2
19/8/2016,0.18,12,13,30,22,5,8,2
20/8/2016,0.19,11,18,34,22,7,7,2
21/8/2016,0.12,2,13,15,23,8,8,3
22/8/2016,0.11,1,21,22,13,8,8,5
23/8/2016,0.12,1,12,11,24,4,8,2
24/8/2016,0.11,1,10,8,23,4,8,2
25/8/2016,0.1,10,26,40,3,5,5,9
26/8/2016,0.1,8,28,41,2,4,7,10
27/8/2016,0.11,3,23,27,3,4,8,4
28/8/2016,0.14,20,26,56,1,4,5,4
29/8/2016,0.22,39,32,91,1,4,6,6
30/8/2016,0.23,44,31,99,3,4,14,5
31/8/2016,0.22,36,27,83,7,9,10,4
1/9/2016,0.19,25,25,63,12,8,11,4
2/9/2016,0.25,32,28,77,15,5,11,6
3/9/2016,0.25,21,25,56,30,10,12,4
4/9/2016,0.3,21,31,63,34,10,19,4
5/9/2016,0.29,19,26,55,38,10,17,5
6/9/2016,0.26,14,26,48,44,21,25,4
7/9/2016,0.24,16,26,50,45,10,19,3
8/9/2016,0.2,14,28,50,43,13,16,3
9/9/2016,0.23,16,28,52,37,11,19,3
10/9/2016,0.32,28,49,93,26,19,17,4
11/9/2016,0.26,13,44,64,24,18,19,4
12/9/2016,0.3,18,54,82,14,20,29,7
13/9/2016,0.46,66,74,176,1,15,18,13
14/9/2016,0.29,27,56,98,5,17,27,8
15/9/2016,0.17,2,35,37,10,14,20,7
16/9/2016,0.17,23,43,78,1,11,14,9
17/9/2016,0.17,31,42,90,1,0,14,9
18/9/2016,0.18,32,41,90,1,0,12,7
19/9/2016,0.21,22,38,72,1,0,10,5
20/9/2016,0.2,9,34,48,4,0,16,4
21/9/2016,0.2,6,27,36,11,0,16,3
22/9/2016,0.23,14,34,54,9,0,13,3
23/9/2016,0.37,50,47,125,6,0,14,5
24/9/2016,0.37,58,52,141,9,0,23,5
25/9/2016,0.34,62,61,157,12,0,23,6
26/9/2016,0.29,39,51,111,19,0,13,5
27/9/2016,0.22,17,37,63,37,0,16,4
28/9/2016,0,0,0,0,0,0,0,0
29/9/2016,0,0,0,0,0,0,0,0
30/9/2016,0.24,4,29,35,95,0,0,4
1/10/2016,0.25,13,45,64,89,0,32,5
2/10/2016,0.24,9,45,59,94,0,27,5
3/10/2016,0.31,18,52,78,72,0,29,4
4/10/2016,0.34,14,53,75,64,0,22,5
5/10/2016,0.25,4,28,34,76,0,22,4
6/10/2016,0.26,5,22,30,46,0,25,3
7/10/2016,0.26,5,22,29,50,0,27,3
8/10/2016,0.26,6,49,57,15,0,26,6
9/10/2016,0.25,1,32,33,34,0,30,5
10/10/2016,0.21,1,15,16,55,0,27,4
11/10/2016,0.25,1,11,10,56,5,19,7
12/10/2016,0.28,1,11,11,52,6,12,12
13/10/2016,0.21,1,10,8,53,5,16,6
14/10/2016,0.22,1,10,9,51,5,13,7
15/10/2016,0.15,1,13,12,43,7,11,6
16/10/2016,0.16,6,26,35,23,8,21,6
17/10/2016,0.24,10,24,39,24,8,9,6
18/10/2016,0.22,12,23,40,25,0,20,6
19/10/2016,0.21,21,32,65,18,0,11,5
20/10/2016,0.18,13,28,48,19,38,10,6
21/10/2016,0.21,22,33,67,21,28,11,4
22/10/2016,0.2,15,24,46,30,37,12,4
23/10/2016,0.23,25,36,74,25,34,16,4
24/10/2016,0.2,21,26,58,30,40,13,4
25/10/2016,0.16,8,19,31,34,34,14,3
26/10/2016,0.16,9,17,31,34,22,8,3
27/10/2016,0.2,19,26,56,33,30,5,3
28/10/2016,0.21,17,28,54,38,28,8,3
29/10/2016,0.21,12,25,44,39,31,9,3
30/10/2016,0.23,17,31,57,26,23,8,4
31/10/2016,0.22,13,28,47,25,21,6,4
1/11/2016,0.17,10,28,43,31,18,7,4
2/11/2016,0.15,3,20,24,33,23,5,4
3/11/2016,0.13,1,13,12,35,26,6,3
4/11/2016,0.13,1,12,12,39,21,7,3
5/11/2016,0.12,1,11,10,37,22,5,3
6/11/2016,0.12,1,11,9,31,19,5,3
7/11/2016,0.12,1,14,16,29,24,4,3
8/11/2016,0.15,18,25,50,28,17,8,3
9/11/2016,0.22,29,33,77,22,17,10,4
10/11/2016,0.24,34,39,91,18,24,11,4
11/11/2016,0.31,32,36,86,18,26,14,4
12/11/2016,0.27,28,29,72,22,30,13,4
13/11/2016,0.22,22,30,63,32,20,11,3
14/11/2016,0.22,20,26,57,34,23,10,3
15/11/2016,0.2,16,27,51,42,25,13,3
16/11/2016,0.21,16,25,49,44,39,15,3
17/11/2016,0.19,12,22,40,45,33,14,3
18/11/2016,0.23,14,26,47,47,26,10,3
19/11/2016,0.22,17,29,55,50,25,13,3
20/11/2016,0.23,10,31,47,56,32,16,3
21/11/2016,0.25,16,34,58,55,35,15,3
22/11/2016,0.28,13,30,50,60,20,10,3
23/11/2016,0.25,13,37,56,61,24,11,3
24/11/2016,0.23,9,30,42,69,25,11,2
25/11/2016,0.22,6,32,42,67,35,16,2
26/11/2016,0.17,1,11,11,83,24,16,2
27/11/2016,0.16,1,9,8,88,31,12,2
28/11/2016,0.13,3,15,19,51,18,10,1
29/11/2016,0.11,1,10,10,56,14,7,1
30/11/2016,0.1,1,8,8,59,12,8,1
1/12/2016,0.1,2,10,11,57,12,7,1
2/12/2016,0.11,2,10,12,53,12,11,1
3/12/2016,0.1,9,18,29,44,12,8,1
4/12/2016,0.13,18,31,58,35,12,8,2
5/12/2016,0.12,9,24,38,40,12,11,2
6/12/2016,0.15,18,27,54,34,10,9,2
7/12/2016,0.16,14,26,47,36,9,9,2
8/12/2016,0.16,14,24,46,36,12,11,2
9/12/2016,0.18,17,27,53,39,12,14,2
10/12/2016,0.17,8,21,33,45,8,15,1
11/12/2016,0.2,14,24,45,44,5,11,1
12/12/2016,0.14,7,16,27,53,5,8,2
13/12/2016,0.14,9,14,27,52,10,5,2
14/12/2016,0.15,10,15,31,47,6,8,2
15/12/2016,0.14,9,16,30,52,4,8,1
16/12/2016,0.17,10,23,39,46,7,6,3
17/12/2016,0.19,11,30,47,43,17,6,2
18/12/2016,0.2,15,30,52,37,13,9,2
19/12/2016,0.26,14,30,52,32,11,11,2
20/12/2016,0.18,5,20,26,35,11,13,2
21/12/2016,0.17,5,20,27,38,13,13,2
22/12/2016,0.15,4,16,21,40,13,9,1
23/12/2016,0.12,2,11,14,44,11,5,2
24/12/2016,0.13,3,15,19,37,10,11,3
25/12/2016,0.13,2,29,30,18,12,9,4
26/12/2016,0.11,1,31,32,15,12,11,6
27/12/2016,0.14,4,26,31,18,7,11,4
28/12/2016,0.12,5,26,33,15,6,9,11
29/12/2016,0.15,25,39,76,5,9,10,13
30/12/2016,0.14,16,29,53,17,8,9,11
31/12/2016,0.14,8,13,25,31,7,9,3
1/1/2017,0.14,9,13,27,33,5,6,2
2/1/2017,0.16,9,16,29,35,4,6,2
3/1/2017,0.16,8,12,24,36,5,10,2
4/1/2017,0.17,8,12,23,37,10,7,2
5/1/2017,0.14,7,11,21,34,9,6,2
6/1/2017,0.14,7,12,22,28,7,8,2
7/1/2017,0.13,7,12,24,29,5,5,2
8/1/2017,0.11,5,9,17,26,4,5,2
9/1/2017,0.13,5,8,15,26,5,7,2
10/1/2017,0.16,8,11,23,25,5,10,2
11/1/2017,0.18,12,13,30,22,5,8,2
12/1/2017,0.19,11,18,34,22,7,7,2
13/1/2017,0.12,2,13,15,23,8,8,3
14/1/2017,0.11,1,21,22,13,8,8,5
15/1/2017,0.12,1,12,11,24,4,8,2
16/1/2017,0.11,1,10,8,23,4,8,2
17/1/2017,0.1,10,26,40,3,5,5,9
18/1/2017,0.1,8,28,41,2,4,7,10
19/1/2017,0.11,3,23,27,3,4,8,4
20/1/2017,0.14,20,26,56,1,4,5,4
21/1/2017,0.22,39,32,91,1,4,6,6
22/1/2017,0.23,44,31,99,3,4,14,5
23/1/2017,0.22,36,27,83,7,9,10,4
24/1/2017,0.19,25,25,63,12,8,11,4
25/1/2017,0.25,32,28,77,15,5,11,6
26/1/2017,0.25,21,25,56,30,10,12,4
27/1/2017,0.3,21,31,63,34,10,19,4
28/1/2017,0.29,19,26,55,38,10,17,5
29/1/2017,0.26,14,26,48,44,21,25,4
30/1/2017,0.24,16,26,50,45,10,19,3
31/1/2017,0.2,14,28,50,43,13,16,3
1/2/2017,0.23,16,28,52,37,11,19,3
2/2/2017,0.32,28,49,93,26,19,17,4
3/2/2017,0.26,13,44,64,24,18,19,4
4/2/2017,0.3,18,54,82,14,20,29,7
5/2/2017,0.46,66,74,176,1,15,18,13
6/2/2017,0.29,27,56,98,5,17,27,8
7/2/2017,0.17,2,35,37,10,14,20,7
8/2/2017,0.17,23,43,78,1,11,14,9
9/2/2017,0.17,31,42,90,1,0,14,9
10/2/2017,0.18,32,41,90,1,0,12,7
11/2/2017,0.21,22,38,72,1,0,10,5
12/2/2017,0.2,9,34,48,4,0,16,4
13/2/2017,0.2,6,27,36,11,0,16,3
14/2/2017,0.23,14,34,54,9,0,13,3
15/2/2017,0.37,50,47,125,6,0,14,5
16/2/2017,0.37,58,52,141,9,0,23,5
17/2/2017,0.34,62,61,157,12,0,23,6
18/2/2017,0.29,39,51,111,19,0,13,5
19/2/2017,0.22,17,37,63,37,0,16,4
20/2/2017,0,0,0,0,0,0,0,0
21/2/2017,0,0,0,0,0,0,0,0
22/2/2017,0.24,4,29,35,95,0,0,4
23/2/2017,0.25,13,45,64,89,0,32,5
24/2/2017,0.24,9,45,59,94,0,27,5
25/2/2017,0.31,18,52,78,72,0,29,4
26/2/2017,0.34,14,53,75,64,0,22,5
27/2/2017,0.25,4,28,34,76,0,22,4
28/2/2017,0.26,5,22,30,46,0,25,3
1/3/2017,0.26,5,22,29,50,0,27,3
2/3/2017,0.26,6,49,57,15,0,26,6
3/3/2017,0.25,1,32,33,34,0,30,5
4/3/2017,0.21,1,15,16,55,0,27,4
5/3/2017,0.25,1,11,10,56,5,19,7
6/3/2017,0.28,1,11,11,52,6,12,12
7/3/2017,0.21,1,10,8,53,5,16,6
8/3/2017,0.22,1,10,9,51,5,13,7
9/3/2017,0.15,1,13,12,43,7,11,6
10/3/2017,0.16,6,26,35,23,8,21,6
11/3/2017,0.24,10,24,39,24,8,9,6
12/3/2017,0.22,12,23,40,25,0,20,6
13/3/2017,0.21,21,32,65,18,0,11,5
14/3/2017,0.18,13,28,48,19,38,10,6
15/3/2017,0.21,22,33,67,21,28,11,4
16/3/2017,0.2,15,24,46,30,37,12,4
17/3/2017,0.23,25,36,74,25,34,16,4
18/3/2017,0.2,21,26,58,30,40,13,4
19/3/2017,0.16,8,19,31,34,34,14,3
20/3/2017,0.16,9,17,31,34,22,8,3
21/3/2017,0.2,19,26,56,33,30,5,3
22/3/2017,0.21,17,28,54,38,28,8,3
23/3/2017,0.21,12,25,44,39,31,9,3
24/3/2017,0.23,17,31,57,26,23,8,4
25/3/2017,0.22,13,28,47,25,21,6,4
26/3/2017,0.17,10,28,43,31,18,7,4
27/3/2017,0.15,3,20,24,33,23,5,4
28/3/2017,0.13,1,13,12,35,26,6,3
29/3/2017,0.13,1,12,12,39,21,7,3
30/3/2017,0.12,1,11,10,37,22,5,3
31/3/2017,0.12,1,11,9,31,19,5,3
1/4/2017,0.12,1,14,16,29,24,4,3
2/4/2017,0.15,18,25,50,28,17,8,3
3/4/2017,0.22,29,33,77,22,17,10,4
