Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
6/7/2016,40.8,21.3,40.47,315,0
7/7/2016,20.9,44,6.41,315,0
8/7/2016,27.2,19.5,78,315,0
9/7/2016,23.2,19.1,5.94,315,0
10/7/2016,77.5,18.7,5.44,180,4
11/7/2016,63.9,17.1,4.82,225,3
12/7/2016,31.5,16.7,6.44,315,2
13/07/2016,23.2,16.4,7.99,45,1
14/07/2016,10,17.8,6.95,45,32
15/07/2016,9.2,20.9,5.51,90,0
16/07/2016,10.1,23.6,4.82,90,12
17/07/2016,10,24.5,4.68,315,0
18/07/2016,17.4,24.1,4.68,315,52
19/07/2016,13.2,66,8.6,225,0
20/07/2016,62.5,19.5,5.08,315,12
21/07/2016,64.6,19.9,4.28,180,0
22/07/2016,75.7,19.1,98,315,2
23/07/2016,10.9,19.6,7.92,315,0
24/07/2016,8.9,19.7,7.16,315,32
25/07/2016,24.4,20.1,6.52,90,0
26/07/2016,37.3,20.3,8.82,45,32
27/07/2016,18.7,20.9,9.9,225,0
28/07/2016,22.3,33,9.72,45,0
29/07/2016,35.6,19,87,315,12
30/07/2016,74.4,19,6.41,270,0
31/07/2016,48.6,19.6,7.7,315,0
1/8/2016,13.9,17.4,6.95,315,12
2/8/2016,12.6,18,6.48,315,0
3/8/2016,64.3,21,4.36,45,0
4/8/2016,75,20.2,88,180,2.2
5/8/2016,14.6,19,6.73,315,0
6/8/2016,9.2,20.9,5.62,315,0
7/8/2016,9.7,21.2,5.54,315,21
8/8/2016,20.6,21.2,6.23,270,0
9/8/2016,72.8,22,13.97,45,0
10/8/2016,34.1,18.9,15.48,45,52
11/8/2016,8.7,19.7,9.14,45,0
12/8/2016,15.1,21.3,4.36,90,0
13/08/2016,20.2,17.8,77,315,23
14/08/2016,50.2,20.1,4.07,315,0
15/08/2016,32.7,19.6,6.3,45,5
16/08/2016,23.3,20.3,7.09,180,12
17/08/2016,73.5,19,8.39,180,0
18/08/2016,11.9,19,6.84,315,0
19/08/2016,47.2,19.7,7.88,315,6.4
20/08/2016,24.4,16.9,5.4,180,0
21/08/2016,9.1,44,5.11,315,0
22/08/2016,9.3,22.4,4.68,225,0
23/08/2016,44.1,19.1,5.22,315,0
24/08/2016,67.2,19.9,4.93,315,2.1
25/08/2016,100,19.2,87,270,6.5
26/08/2016,43.4,21.1,6.19,225,0
27/08/2016,35.3,19.7,4.57,135,1
28/08/2016,36.8,18.4,5.72,315,0
29/08/2016,17.8,18.3,7.96,45,4
30/08/2016,12.5,18.6,5.15,315,0
31/08/2016,18.9,18.5,6.08,225,6
1/9/2016,24.2,19.7,5.08,315,0
2/9/2016,38.6,33,5.18,315,7
3/9/2016,25.3,20.4,4.68,225,3
4/9/2016,35.4,20.4,5.62,135,0
5/9/2016,35.5,18.5,22,315,0
6/9/2016,22.6,21.9,98,225,0
7/9/2016,61.9,19.7,6.52,315,1.2
8/9/2016,16.1,11,4.9,270,0
9/9/2016,28.1,17,4.82,180,0
10/9/2016,87.8,19.3,5.98,180,3.4
11/9/2016,25.6,20.3,4.93,45,0.3
12/9/2016,33.1,20.4,44,225,3
13/09/2016,72.6,16.1,8.14,270,54.8
14/09/2016,96.8,13.7,9.4,225,19.1
15/09/2016,93,15.7,8.86,270,3.4
16/09/2016,66,16.1,4.28,315,0.3
17/09/2016,31.8,14.1,4.72,180,0
18/09/2016,15.5,14.4,33,315,0
19/09/2016,17.2,15.2,99,270,0
20/09/2016,38.9,14.8,5.58,315,0
21/09/2016,45.7,15.4,5.04,315,0
22/09/2016,51.6,16.3,4.75,315,0
23/09/2016,14.4,22,77,315,0
24/09/2016,72.6,17.3,10.3,180,12.2
25/09/2016,28.1,16,4.18,315,0
26/09/2016,54.1,16.1,4.86,225,0
27/09/2016,91.6,18.3,3.78,315,1.9
28/09/2016,24.6,18.4,3.92,315,0
29/09/2016,41.6,16.9,3.82,315,0
30/09/2016,86.2,15.5,3.28,225,0.6
1/10/2016,48.4,13.2,22,225,0
2/10/2016,16.6,44,2.84,225,2
3/10/2016,15.8,13.4,2.88,225,1
4/10/2016,93.3,13.4,87,225,0.7
5/10/2016,81.4,12.6,3.02,225,0
6/10/2016,31.5,14.4,3.42,315,12
7/10/2016,15.8,14.5,2.66,225,0
8/10/2016,31.1,14.6,66,45,4
9/10/2016,14.2,13.4,4.61,45,2
10/10/2016,14.4,12.9,2.59,225,0
11/10/2016,98.1,22,6.26,180,2.4
12/10/2016,77,15.4,3.64,225,6
13/10/2016,98.6,13.1,3.6,180,4.3
14/10/2016,40.2,12.4,8.5,225,4.2
15/10/2016,91.2,14.2,55,180,2.2
16/10/2016,48.4,15.6,89,225,2.5
17/10/2016,93.4,15.3,2.77,225,0.7
18/10/2016,42.5,15,3.24,225,0
19/10/2016,75.5,15.1,3.82,45,0
20/10/2016,41.7,55,5.08,45,1
21/10/2016,23.6,13.4,1.91,225,0
22/10/2016,92.2,14.9,88,225,13.8
23/10/2016,34,14.3,11.63,180,3.7
24/10/2016,33.5,13.5,5.15,180,0
25/10/2016,52.9,14.2,3.1,225,12
26/10/2016,24.3,16,1.69,225,0
