01/01/2001 00:00,9.45,8.13149,13.81498,5.74364,5.4161,2.48685,1.21166,5.16775,6.28451
02/01/2001 00:00,9.835,8.45297,14.17963,5.85644,5.64679,2.58816,1.26097,5.15306,6.43274
03/01/2001 00:00,10.4,8.37,14.85227,6.014,5.77891,2.73685,1.33349,5.09862,6.60907
04/01/2001 00:00,11.675,9.42066,16.74548,6.76774,6.4219,3.07237,1.49693,5.94785,7.56988
05/01/2001 00:00,11.058,9.21733,15.76486,6.21098,6.11447,2.91,1.41782,5.65452,7.15591
06/01/2001 00:00,11.44,9.22024,16.1167,6.35274,6.28366,3.01053,1.46674,5.7938,7.50855
07/01/2001 00:00,9.525,7.62947,13.60696,5.52079,5.28258,2.50658,1.22124,4.79823,6.23324
08/01/2001 00:00,8.865,7.45366,12.93228,5.37176,5.09924,2.3329,1.13658,4.73437,5.73268
09/01/2001 00:00,9.675,8.11152,14.23726,5.98183,5.48253,2.54606,1.24044,4.74512,6.12731
10/01/2001 00:00,10.435,8.55855,15.15946,6.43065,5.72566,2.74606,1.33783,5.26395,6.60905
11/01/2001 00:00,10.43,8.415,14.86,6.296,5.692,2.745,1.337,5.407,6.608
12/01/2001 00:00,10.4,7.916,15.08,6.208,5.621,2.737,1.334,5.31,6.544
01/01/2002 00:00,10.32,7.77989,14.60127,6.04641,5.63197,2.71579,1.32318,5.23896,6.5008
02/01/2002 00:00,10.189,7.6117,14.45871,5.96966,5.5535,2.68132,1.30643,5.26009,6.33173
03/01/2002 00:00,9.655,7.29043,13.76756,5.7556,5.24046,2.5408,1.23805,5.11958,6.05938
04/01/2002 00:00,9.316,7.26961,13.58274,5.75045,5.1464,2.45158,1.19446,5.02833,5.94931
05/01/2002 00:00,8.785,7.12203,12.87269,5.62349,4.9202,2.31185,1.12636,4.9754,5.72426
06/01/2002 00:00,8.73,7.309,13.342,5.859,4.944,2.297,1.119,4.93,5.776
07/01/2002 00:00,9.108,7.6,14.327,6.157,5.163,2.397,1.168,4.988,5.783
08/01/2002 00:00,8.867,7.509,13.724,5.936,5.069,2.333,1.137,4.898,5.688
09/01/2002 00:00,9.015,7.412,14.09,6.053,5.071,2.372,1.156,4.897,5.709
10/01/2002 00:00,9.233,7.507,14.4,6.229,5.22,2.425,1.184,5.111,5.883
11/01/2002 00:00,8.976,7.338,13.916,6.043,5.092,2.362,1.151,5.037,5.703
12/01/2002 00:00,8.94,7.54,14.335,6.445,5.154,2.353,1.146,5.065,5.672
01/01/2003 00:00,8.876,7.449,14.674,6.544,5.106,2.336,1.138,5.218,5.81
02/01/2003 00:00,8.905,7.564,14.059,6.543,5.125,2.343,1.142,5.96,9.57
03/01/2003 00:00,8.908,7.45,14.033,6.524,5.048,2.344,1.142,6.06,9.634
04/01/2003 00:00,8.675,7.263,13.852,6.397,4.895,2.283,1.112,6.031,9.653
05/01/2003 00:00,8.279,6.926,13.542,6.375,4.769,2.179,1.062,5.965,9.723
06/01/2003 00:00,8.285,6.913,13.698,6.131,4.716,2.18,1.062,5.525,6.15
07/01/2003 00:00,8.505,7.081,13.74,6.232,4.837,2.238,1.091,5.541,6.065
08/01/2003 00:00,8.535,7.286,13.474,6.042,4.858,2.246,1.094,5.465,6.095
09/01/2003 00:00,8.389,7.553,14.01,6.342,4.854,2.208,1.083,5.702,6.203
10/01/2003 00:00,8.495,7.807,14.413,6.369,4.891,2.236,1.094,5.987,6.463
11/01/2003 00:00,8.537,7.814,14.532,6.562,4.959,2.247,1.1,6.162,6.545
12/01/2003 00:00,8.465,7.917,15.076,6.824,4.977,2.228,1.09,6.347,6.541
01/01/2004 00:00,8.441,7.964,15.339,6.706,4.955,2.221,1.086,6.439,6.342
02/01/2004 00:00,8.447,7.715,15.744,6.667,4.961,2.223,1.085,6.519,6.281
03/01/2004 00:00,8.587,8.212,15.728,6.722,5.118,2.26,1.102,6.507,6.585
04/01/2004 00:00,8.661,7.856,15.379,6.716,5.081,2.279,1.11,6.249,6.316
05/01/2004 00:00,9.21,8.384,16.897,7.352,5.422,2.424,1.182,6.564,6.753
06/01/2004 00:00,9.415,8.68,17.029,7.446,5.485,2.478,1.207,6.48,6.991
07/01/2004 00:00,9.168,8.188,16.667,7.162,5.319,2.413,1.175,6.41,6.912
08/01/2004 00:00,9.328,8.508,16.778,7.309,5.444,2.455,1.196,6.541,7.086
09/01/2004 00:00,9.71,8.264,16.509,7.276,5.421,2.413,1.176,7.222,7.222
10/01/2004 00:00,9.09,8.561,16.645,7.568,5.464,2.392,1.169,6.769,7.434
11/01/2004 00:00,9.018,8.74,17.032,7.882,5.493,2.373,1.16,7.003,7.593
12/01/2004 00:00,9.29,9.042,17.888,8.194,5.685,2.445,1.195,7.242,7.717
