01/01/2010 00:00,138,-21,-11,1021,NW,1.79,0,0
01/01/2010 01:00,125,-21,-12,1020,NW,4.92,0,0
01/01/2010 02:00,249,-21,-11,1019,NW,6.71,0,0
01/01/2010 03:00,210,-21,-14,1019,NW,9.84,0,0
01/01/2010 04:00,98,-20,-12,1018,NW,12.97,0,0
01/01/2010 05:00,117,-19,-10,1017,NW,16.1,0,0
01/01/2010 06:00,159,-19,-9,1017,NW,19.23,0,0
01/01/2010 07:00,95,-19,-9,1017,NW,21.02,0,0
01/01/2010 08:00,45,-19,-9,1017,NW,24.15,0,0
01/01/2010 09:00,119,-20,-8,1017,NW,27.28,0,0
01/01/2010 10:00,87,-19,-7,1017,NW,31.3,0,0
01/01/2010 11:00,38,-18,-5,1017,NW,34.43,0,0
01/01/2010 12:00,43,-19,-5,1015,NW,37.56,0,0
01/01/2010 13:00,164,-18,-3,1015,NW,40.69,0,0
01/01/2010 14:00,105,-18,-2,1014,NW,43.82,0,0
01/01/2010 15:00,125,-18,-1,1014,cv,0.89,0,0
01/01/2010 16:00,99,-19,-2,1015,NW,1.79,0,0
01/01/2010 17:00,55,-18,-3,1015,NW,2.68,0,0
01/01/2010 18:00,126,-18,-5,1016,NE,1.79,0,0
01/01/2010 19:00,148,-17,-4,1017,NW,1.79,0,0
01/01/2010 20:00,152,-17,-5,1017,cv,0.89,0,0
01/01/2010 21:00,35,-17,-5,1018,NW,1.79,0,0
01/01/2010 22:00,109,-17,-5,1018,NW,2.68,0,0
01/01/2010 23:00,113,-17,-5,1020,cv,0.89,0,0
02/01/2010 00:00,129,-16,-4,1020,SE,1.79,0,0
02/01/2010 01:00,148,-15,-4,1020,SE,2.68,0,0
02/01/2010 02:00,159,-11,-5,1021,SE,3.57,0,0
02/01/2010 03:00,181,-7,-5,1022,SE,5.36,1,0
02/01/2010 04:00,138,-7,-5,1022,SE,6.25,2,0
02/01/2010 05:00,109,-7,-6,1022,SE,7.14,3,0
